sample_id,latency_ms
0,59.16285514831543
1,22.004127502441406
2,24.17755126953125
3,20.07603645324707
4,22.12810516357422
5,23.2236385345459
6,22.304296493530273
7,23.92268180847168
8,27.361631393432617
9,24.628639221191406
10,23.37169647216797
11,22.79806137084961
12,22.24874496459961
13,20.93505859375
14,21.410226821899414
15,22.870779037475586
16,22.1707820892334
17,24.776697158813477
18,25.253772735595703
19,44.95644569396973
20,36.817073822021484
21,31.999826431274414
22,28.99932861328125
23,26.004791259765625
24,27.037620544433594
25,27.01878547668457
26,25.00009536743164
27,29.555320739746094
28,28.50937843322754
29,33.99968147277832
30,34.00278091430664
31,35.24160385131836
32,30.192136764526367
33,27.004480361938477
34,26.509523391723633
35,25.998830795288086
36,27.785301208496094
37,32.509565353393555
38,33.01072120666504
39,34.94834899902344
40,35.456180572509766
41,47.53422737121582
42,29.256582260131836
43,30.071020126342773
44,27.443408966064453
45,25.808334350585938
46,25.004863739013672
47,24.811744689941406
48,27.24599838256836
49,25.99954605102539
50,26.00383758544922
51,28.130769729614258
52,25.53725242614746
53,32.00173377990723
54,29.25562858581543
55,28.766632080078125
56,27.370929718017578
57,30.478954315185547
58,30.94625473022461
59,30.026912689208984
60,33.6911678314209
61,34.51704978942871
62,30.58171272277832
63,30.674457550048828
64,29.17933464050293
65,33.76650810241699
66,32.785654067993164
67,33.84542465209961
68,30.542373657226562
69,35.41707992553711
70,29.819488525390625
71,26.76558494567871
72,25.113344192504883
73,23.412466049194336
74,23.91195297241211
75,25.03347396850586
76,25.165081024169922
77,24.066448211669922
78,41.57757759094238
79,31.938791275024414
80,25.625228881835938
81,27.834415435791016
82,27.1451473236084
83,27.191638946533203
84,25.97188949584961
85,24.23691749572754
86,24.682283401489258
87,26.575088500976562
88,24.432897567749023
89,28.870582580566406
90,30.361652374267578
91,27.102947235107422
92,27.89759635925293
93,26.971101760864258
94,27.332544326782227
95,27.623653411865234
96,25.250673294067383
97,26.851415634155273
98,25.87151527404785
99,25.787830352783203
100,26.201963424682617
101,27.06599235534668
102,26.771068572998047
103,27.059316635131836
104,26.906728744506836
105,26.482105255126953
106,26.94082260131836
107,26.16429328918457
108,27.212858200073242
109,26.180028915405273
110,27.069807052612305
111,27.139663696289062
112,28.034687042236328
113,27.254343032836914
114,25.77066421508789
115,26.75461769104004
116,27.77695655822754
117,27.167558670043945
118,25.401592254638672
119,27.400970458984375
120,27.741432189941406
121,27.583837509155273
122,26.360511779785156
123,25.8481502532959
124,28.707265853881836
125,25.205135345458984
126,25.62117576599121
127,27.692317962646484
128,27.121543884277344
129,25.077342987060547
130,23.93484115600586
131,25.299549102783203
132,24.99985694885254
133,24.0023136138916
134,24.507999420166016
135,25.000333786010742
136,23.999929428100586
137,26.001691818237305
138,24.095773696899414
139,23.507356643676758
140,24.00374412536621
141,25.000572204589844
142,24.508953094482422
