sample_id,latency_ms
0,602.8852462768555
1,108.48712921142578
2,120.11289596557617
3,152.92119979858398
4,132.33113288879395
5,161.15093231201172
6,139.26982879638672
7,132.46893882751465
8,120.6820011138916
9,115.35000801086426
10,109.85207557678223
11,114.38393592834473
12,114.53604698181152
13,113.5721206665039
14,112.55788803100586
15,119.29702758789062
16,150.12407302856445
17,265.7191753387451
18,167.45686531066895
19,117.10500717163086
20,120.4993724822998
21,128.52787971496582
22,114.49670791625977
23,116.40715599060059
24,115.58389663696289
25,170.3188419342041
26,244.91500854492188
27,181.12421035766602
28,202.07500457763672
29,206.05897903442383
30,307.89899826049805
31,411.58103942871094
32,418.18785667419434
33,306.445837020874
34,294.3837642669678
35,301.15795135498047
36,207.59296417236328
37,208.93597602844238
38,214.6167755126953
39,213.37604522705078
40,214.7500514984131
41,183.9768886566162
42,181.7939281463623
43,193.20106506347656
44,178.36380004882812
45,188.96794319152832
46,241.6388988494873
47,183.2571029663086
48,177.2000789642334
49,170.80092430114746
50,184.3740940093994
51,182.76023864746094
52,182.75713920593262
53,177.0040988922119
54,176.50985717773438
55,179.21090126037598
56,186.3701343536377
57,173.34294319152832
58,178.42578887939453
59,262.4073028564453
60,264.89877700805664
61,277.1131992340088
62,264.3561363220215
63,286.7100238800049
64,289.1077995300293
65,265.7952308654785
66,258.45909118652344
67,194.30112838745117
68,237.97082901000977
69,210.42180061340332
70,139.5547389984131
71,162.61672973632812
72,161.04412078857422
73,148.01979064941406
74,140.03610610961914
75,134.75680351257324
76,129.55904006958008
77,121.37532234191895
78,122.3611831665039
79,133.2550048828125
80,140.47908782958984
81,134.47809219360352
82,215.6851291656494
83,176.88298225402832
84,233.05916786193848
85,195.91093063354492
86,194.5199966430664
87,203.13501358032227
88,178.9541244506836
89,208.60910415649414
90,155.56621551513672
91,131.10089302062988
92,117.00987815856934
93,144.47283744812012
94,143.30697059631348
95,152.4808406829834
96,139.79506492614746
97,132.79986381530762
98,132.4150562286377
99,130.97286224365234
100,119.80533599853516
101,151.2768268585205
102,126.70183181762695
103,123.23904037475586
104,122.49302864074707
105,119.86494064331055
106,121.74677848815918
107,153.21898460388184
108,141.3857936859131
109,143.6920166015625
110,130.36513328552246
111,132.38191604614258
112,130.32984733581543
113,144.48976516723633
114,127.1200180053711
115,115.30399322509766
116,117.85316467285156
117,168.0922508239746
118,128.33809852600098
119,121.13404273986816
120,127.58183479309082
121,139.6920680999756
122,131.51288032531738
123,132.59506225585938
124,136.25788688659668
125,128.63802909851074
126,122.2081184387207
127,124.67598915100098
128,127.23922729492188
129,122.35498428344727
130,111.75131797790527
131,108.04605484008789
132,108.95586013793945
133,106.77504539489746
134,107.67102241516113
135,106.46796226501465
136,106.0481071472168
137,107.42497444152832
138,108.54506492614746
139,114.19391632080078
140,125.63395500183105
141,113.42072486877441
142,107.64908790588379
143,107.60188102722168
144,102.89597511291504
145,107.04898834228516
146,115.01693725585938
147,119.60792541503906
148,127.94280052185059
149,112.58697509765625
150,107.04374313354492
151,104.35771942138672
152,107.21802711486816
153,108.20984840393066
154,108.9019775390625
155,108.7636947631836
156,112.3971939086914
157,111.63091659545898
158,107.63287544250488
159,109.34305191040039
160,108.96420478820801
161,109.55691337585449
162,110.22281646728516
163,115.88907241821289
164,114.0739917755127
165,107.04326629638672
166,106.29391670227051
167,113.62028121948242
168,106.60719871520996
169,108.1240177154541
170,107.75399208068848
171,107.02109336853027
172,106.14585876464844
173,107.47218132019043
174,107.45406150817871
175,107.0549488067627
176,105.4079532623291
177,105.39102554321289
178,106.77981376647949
179,106.75406455993652
180,111.38510704040527
181,129.18496131896973
182,155.3041934967041
183,129.1360855102539
184,127.49695777893066
185,115.66734313964844
186,120.95403671264648
187,127.42781639099121
188,112.4269962310791
189,118.13616752624512
190,120.17107009887695
191,117.11311340332031
192,108.47210884094238
193,107.28979110717773
194,106.82487487792969
195,107.40137100219727
196,107.53417015075684
197,107.9561710357666
198,108.52289199829102
199,105.26490211486816
200,108.79063606262207
201,133.24618339538574
202,124.4816780090332
203,125.6709098815918
204,116.82820320129395
205,114.14504051208496
206,122.11132049560547
207,114.68195915222168
208,116.00995063781738
209,109.26222801208496
210,107.99098014831543
211,111.45424842834473
212,108.52885246276855
213,107.77902603149414
214,108.306884765625
215,108.09016227722168
216,108.40010643005371
217,129.82416152954102
218,114.19391632080078
219,118.39604377746582
220,128.11684608459473
221,118.09778213500977
222,113.73305320739746
223,121.02103233337402
224,115.62490463256836
225,107.82480239868164
226,107.53989219665527
227,108.84904861450195
228,108.73818397521973
229,107.2378158569336
230,108.55817794799805
231,107.33795166015625
232,109.5578670501709
233,109.76099967956543
234,134.1722011566162
235,112.70022392272949
236,125.03504753112793
237,125.9148120880127
238,119.43602561950684
239,123.30293655395508
240,121.6421127319336
241,121.85001373291016
242,107.7880859375
243,108.66189002990723
244,106.54520988464355
245,106.91189765930176
246,106.16493225097656
247,107.87701606750488
248,107.50913619995117
249,109.46202278137207
250,107.1617603302002
251,108.4129810333252
252,108.07609558105469
253,114.25900459289551
254,108.47592353820801
255,106.17780685424805
256,108.2301139831543
257,108.5960865020752
258,107.86986351013184
259,109.07411575317383
260,107.41114616394043
