Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_12,CPU_TEMP_13,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743737576938,4056,4056,4056,4056,4056,4056,4056,4056,54.18861770629883,54.36272048950195,54.44430160522461,55.139286041259766,54.171451568603516,54.84001541137695,54.70018768310547,54.62185287475586,54.31425094604492,54.70112609863281,54.82357406616211,53.89543914794922,54.738040924072266,55.238487243652344,0,NaN,100,0,100,100,NaN,100,6.5347185134887695,17179869184,3221225472,10359373824,1627455488
204,1743737576938,4056,4056,4056,4056,4056,4056,4056,4056,54.18861770629883,54.36272048950195,54.44430160522461,55.139286041259766,54.171451568603516,54.84001541137695,54.70018768310547,54.62185287475586,54.31425094604492,54.70112609863281,54.82357406616211,53.89543914794922,54.738040924072266,55.238487243652344,NaN,0,0,0,NaN,100,100,100,6.5347185134887695,17179869184,3221225472,10360012800,1627455488
204,1743737577143,4056,4056,4056,4056,4056,4056,4056,4056,54.18861770629883,54.36272048950195,54.44430160522461,55.139286041259766,54.171451568603516,54.84001541137695,54.70018768310547,54.62185287475586,54.31425094604492,54.70112609863281,54.82357406616211,53.89543914794922,54.738040924072266,55.238487243652344,30.000001907348633,28.571430206298828,15.000000953674316,19.047618865966797,95.23809814453125,100,95,95,6.5347185134887695,17179869184,3221225472,10360012800,1627455488
204,1743737577348,4056,4056,4056,4056,4056,4056,4056,4056,54.18861770629883,54.36272048950195,54.44430160522461,55.139286041259766,54.171451568603516,54.84001541137695,54.70018768310547,54.62185287475586,54.31425094604492,54.70112609863281,54.82357406616211,53.89543914794922,54.738040924072266,55.238487243652344,10,5,9.090909004211426,0,90,94.73684692382813,90.47618865966797,90.47618865966797,6.4598164558410645,17179869184,3221225472,10360012800,1627455488
204,1743737577553,4056,4056,4056,4056,4056,4056,4056,4056,54.18861770629883,54.36272048950195,54.44430160522461,55.139286041259766,54.171451568603516,54.84001541137695,54.70018768310547,54.62185287475586,54.31425094604492,54.70112609863281,54.82357406616211,53.89543914794922,54.738040924072266,55.238487243652344,4.761904716491699,5,0,0,4.761904716491699,81.81818389892578,0,0,6.4598164558410645,17179869184,3221225472,10360012800,1627455488
204,1743737577758,4056,4056,4056,4056,4056,4056,4056,4056,73.01589965820313,75.7122573852539,74.61937713623047,77.1214599609375,73.73133087158203,76.42340850830078,75.68695831298828,75.70281982421875,73.9544448852539,77.88346862792969,78.75732421875,74.0062484741211,76.63553619384766,77.47142028808594,10,9.523809432983398,0,0,5,0,0,0,6.4598164558410645,17179869184,3221225472,10319790080,1627455488
204,1743737577963,4056,4056,4056,4056,4056,4056,4056,4056,73.01589965820313,75.7122573852539,74.61937713623047,77.1214599609375,73.73133087158203,76.42340850830078,75.68695831298828,75.70281982421875,73.9544448852539,77.88346862792969,78.75732421875,74.0062484741211,76.63553619384766,77.47142028808594,10,9.523809432983398,4.761904716491699,0,0,0,0,0,6.4598164558410645,17179869184,3221225472,10311892992,1627455488
204,1743737578168,4056,4056,4056,4056,4056,4056,4056,4056,73.01589965820313,75.7122573852539,74.61937713623047,77.1214599609375,73.73133087158203,76.42340850830078,75.68695831298828,75.70281982421875,73.9544448852539,77.88346862792969,78.75732421875,74.0062484741211,76.63553619384766,77.47142028808594,19.047618865966797,10,4.761904716491699,0,0,0,0,0,6.4598164558410645,17179869184,3221225472,10311909376,1627455488
204,1743737578373,4056,4056,4056,4056,4056,4056,4056,4056,73.01589965820313,75.7122573852539,74.61937713623047,77.1214599609375,73.73133087158203,76.42340850830078,75.68695831298828,75.70281982421875,73.9544448852539,77.88346862792969,78.75732421875,74.0062484741211,76.63553619384766,77.47142028808594,10,5.263157844543457,5,9.090909004211426,0,0,0,0,21.494277954101563,17179869184,3221225472,10305110016,1627455488
200,1743737578578,4056,4056,4056,4056,4056,4056,4056,4056,73.01589965820313,75.7122573852539,74.61937713623047,77.1214599609375,73.73133087158203,76.42340850830078,75.68695831298828,75.70281982421875,73.9544448852539,77.88346862792969,78.75732421875,74.0062484741211,76.63553619384766,77.47142028808594,45,36.3636360168457,23.809524536132813,26.3157901763916,0,0,0,0,21.494277954101563,17179869184,3221225472,10305110016,1627455488
204,1743737578779,4056,4056,4056,4056,4056,4056,4056,4056,56.845314025878906,55.786468505859375,54.94089889526367,55.25916290283203,55.11976623535156,55.231327056884766,57.368743896484375,57.57354736328125,56.90932846069336,55.60478210449219,55.48837661743164,55.48098373413086,55.09204864501953,54.84004592895508,5,5,5,0,95,5,0,0,21.494277954101563,17179869184,3221225472,10315251712,1627455488
